單字,字頻,拆字1,code1
魯,7582.0,弓田火日,nwfa
啦,7581.0,口手卜廿,rqyt
晶,7580.0,日日日,aaa
累,7579.0,田女戈火,wvif
昨,7578.0,日人尸,aos
姑,7577.0,女十口,vjr
仰,7576.0,人竹女中,ohvl
刀,7575.0,尸竹,sh
諾,7574.0,卜口廿大口,yrtkr
遭,7573.0,卜廿田日,ytwa
獻,7572.0,卜月戈大,ybik
覆,7571.0,一田竹人水,mwhoe
零,7568.0,一月人戈戈,mboii
擺,7567.0,手田中心,qwlp
聚,7566.0,尸水竹竹人,sehho
莫,7565.0,廿日大,tak
鬥,7564.0,中弓,ln
泰,7563.0,手大水,qke
松,7562.0,木金戈,dci
昏,7561.0,竹心日,hpa
怨,7559.0,弓山心,nup
丈,7558.0,十大,jk
虛,7557.0,卜心廿一,yptm
涼,7556.0,水卜口火,eyrf
您,7555.0,人火心,ofp
儘,7553.0,人中一廿,olmt
輝,7550.0,火山月十十,fubjj
逃,7549.0,卜中一人,ylmo
甘,7548.0,廿一,tm
糖,7547.0,火木戈中口,fdilr
沿,7546.0,水金口,ecr
廢,7545.0,戈弓人水,inoe
鋼,7544.0,金月廿山,cbtu
鞋,7543.0,廿十土土,tjgg
輔,7541.0,十十戈十月,jjijb
宙,7540.0,十中田,jlw
孤,7539.0,弓木竹女人,ndhvo
鼻,7538.0,竹山田一中,huwml
溝,7537.0,水廿廿月,ettb
肥,7535.0,月日山,bau
仙,7534.0,人山,ou
潔,7533.0,水手竹火,eqhf
暑,7532.0,日十大日,ajka
朗,7530.0,戈戈月,iib
繁,7529.0,人大女戈火,okvif
飾,7528.0,人戈人中月,oiolb
凡,7527.0,竹弓戈,hni
舒,7526.0,人口弓戈弓,ornin
橫,7525.0,木廿一金,dtmc
孫,7524.0,弓木竹女火,ndhvf
犯,7523.0,大竹尸山,khsu
愈,7521.0,人一月心,ombp
乏,7520.0,竹戈弓人,hino
誕,7519.0,卜口弓大一,yrnkm
複,7518.0,中人日水,loae
叔,7517.0,卜火水,yfe
寧,7516.0,十心月弓,jpbn
茂,7514.0,廿戈竹,tih
祥,7513.0,戈火廿手,iftq
席,7512.0,戈廿中月,itlb
硬,7511.0,一口一中大,mrmlk
旦,7510.0,日一,am
貿,7509.0,竹竹月山金,hhbuc
玻,7507.0,一土木竹水,mgdhe
批,7506.0,手心心,qpp
吉,7505.0,土口,gr
雷,7504.0,一月田,mbw
載,7503.0,十戈十田十,jijwj
週,7502.0,卜月土口,ybgr
柔,7500.0,弓竹木,nhd
勇,7499.0,弓月大尸,nbks
塔,7498.0,土廿人口,gtor
幹,7497.0,十十人一十,jjomj
袋,7496.0,人心卜竹女,opyhv
判,7494.0,火手中弓,fqln
顏,7493.0,卜竹一月金,yhmbc
塑,7492.0,廿月土,tbg
軟,7491.0,十十弓人,jjno
欣,7490.0,竹中弓人,hlno
輸,7488.0,十十人一弓,jjomn
灰,7487.0,大火,kf
套,7486.0,大尸一戈,ksmi
憂,7485.0,一月心竹水,mbphe
森,7484.0,木木木,ddd
宇,7482.0,十一木,jmd
鬼,7481.0,竹山戈,hui
純,7480.0,女火心山,vfpu
折,7479.0,手竹一中,qhml
蛋,7478.0,弓人中一戈,nolmi
晨,7476.0,日一一女,ammv
溪,7474.0,水月女大,ebvk
楊,7473.0,木日一竹,damh
誤,7471.0,卜口口一大,yrrmk
誠,7470.0,卜口戈竹尸,yrihs
蓋,7469.0,廿土戈廿,tgit
棄,7468.0,卜戈廿木,yitd
映,7467.0,日中月大,albk
伊,7464.0,人尸大,osk
駛,7463.0,尸火中大,sflk
雅,7462.0,一竹人土,mhog
替,7460.0,手人日,qoa
爬,7459.0,竹人日山,hoau
惜,7458.0,心廿日,pta
壯,7457.0,女一土,vmg
伴,7455.0,人火手,ofq
液,7450.0,水卜人大,eyok
辛,7449.0,卜廿十,ytj
駕,7448.0,大口尸手火,krsqf
祕,7447.0,戈火心竹,ifph
偷,7445.0,人人一弓,oomn
狗,7444.0,大竹心口,khpr
靠,7441.0,竹土口中卜,hgrly
劉,7438.0,竹金中弓,hcln
厚,7436.0,一日弓木,mand
摩,7434.0,戈金手,icq
誌,7433.0,卜口土心,yrgp
貝,7431.0,月山金,buc
塞,7430.0,十廿金土,jtcg
丹,7429.0,月卜,by
蘇,7427.0,廿弓火木,tnfd
震,7426.0,一月一一女,mbmmv
齊,7425.0,卜難,yx
閃,7423.0,日弓人,ano
奮,7422.0,大人土田,kogw
璃,7421.0,一土卜山月,mgyub
慣,7420.0,心田十金,pwjc
脈,7418.0,月竹竹女,bhhv
宗,7417.0,十一一火,jmmf
荷,7416.0,廿人一口,tomr
副,7414.0,一田中弓,mwln
束,7413.0,木中,dl
鬧,7412.0,中弓卜中月,lnylb
蓮,7410.0,廿卜十十,tyjj
慧,7409.0,手十尸一心,qjsmp
峰,7408.0,山竹水十,uhej
乘,7405.0,竹木中心,hdlp
刺,7404.0,木月中弓,dbln
偶,7402.0,人田中月,owlb
疾,7401.0,大人大,kok
冠,7400.0,月一山戈,bmui
版,7398.0,中中竹水,llhe
刊,7397.0,一十中弓,mjln
滋,7396.0,水廿女戈,etvi
媒,7394.0,女廿一木,vtmd
偏,7393.0,人竹尸月,ohsb
懂,7390.0,心廿竹土,pthg
敬,7389.0,廿口人大,trok
仔,7388.0,人弓木,ond
份,7386.0,人金尸竹,ocsh
慮,7385.0,卜心田心,ypwp
胡,7384.0,十口月,jrb
封,7382.0,土土木戈,ggdi
唯,7381.0,口人土,rog
隔,7379.0,弓中一口月,nlmrb
胞,7378.0,月心口山,bpru
拜,7377.0,竹手一手十,hqmqj
炎,7375.0,火火,ff
泥,7374.0,水尸心,esp
挑,7373.0,手中一人,qlmo
妙,7371.0,女火竹,vfh
伸,7368.0,人中田中,olwl
箱,7367.0,竹木月山,hdbu
謂,7364.0,卜口田月,yrwb
壁,7363.0,尸十土,sjg
桌,7361.0,卜日木,yad
爺,7360.0,金大尸十中,cksjl
架,7359.0,大口木,krd
藍,7357.0,廿尸戈廿,tsit
詞,7356.0,卜口尸一口,yrsmr
握,7354.0,手尸一土,qsmg
掛,7350.0,手土土卜,qggy
尺,7349.0,尸人,so
漫,7346.0,水日田水,eawe
啟,7344.0,竹口人大,hrok
祖,7343.0,戈火月一,ifbm
楚,7340.0,木木弓卜人,ddnyo
培,7339.0,土卜廿口,gytr
互,7337.0,一女弓一,mvnm
攝,7336.0,手尸十十,qsjj
跡,7334.0,口一卜中金,rmylc
航,7331.0,竹卜卜竹弓,hyyhn
珍,7327.0,一土人竹竹,mgohh
暴,7326.0,日廿金水,atce
佛,7324.0,人中中弓,olln
尾,7323.0,尸竹手山,shqu
呀,7321.0,口一女竹,rmvh
哭,7320.0,口口戈大,rrik
孔,7318.0,弓木山,ndu
忍,7317.0,尸戈心,sip
米,7315.0,火木,fd
憶,7314.0,心卜廿心,pytp
尊,7312.0,廿田木戈,twdi
燒,7311.0,火土土山,fggu
概,7310.0,木日戈山,daiu
揚,7308.0,手日一竹,qamh
抽,7307.0,手中田,qlw
固,7305.0,田十口,wjr
禁,7304.0,木木一一火,ddmmf
淨,7301.0,水月尸木,ebsd
瓜,7299.0,竹女戈人,hvio
距,7298.0,口一尸尸,rmss
敢,7296.0,一十人大,mjok
哪,7295.0,口尸手中,rsql
俗,7293.0,人金人口,ocor
秀,7292.0,竹木弓竹尸,hdnhs
釋,7290.0,竹木田中十,hdwlj
漢,7289.0,水廿中人,etlo
喝,7287.0,口日心女,rapv
隱,7286.0,弓中月一心,nlbmp
妻,7284.0,十中女,jlv
聖,7282.0,尸口竹土,srhg
殘,7279.0,一弓戈戈,mnii
豆,7276.0,一口廿,mrt
脫,7275.0,月金口山,bcru
亡,7273.0,卜女,yv
遍,7272.0,卜竹尸月,yhsb
索,7270.0,十月女戈火,jbvif
牆,7269.0,女一土人田,vmgow
煩,7267.0,火一月金,fmbc
淚,7266.0,水竹尸大,ehsk
珠,7264.0,一土竹十木,mghjd
巧,7262.0,一一女尸,mmvs
床,7261.0,戈木,id
醒,7258.0,一田日竹一,mwahm
佳,7255.0,人土土,ogg
哈,7253.0,口人一口,romr
途,7251.0,卜人一木,yomd
播,7250.0,手竹木田,qhdw
奧,7248.0,竹月大,hbk
努,7247.0,女水大尸,veks
髮,7242.0,尸竹戈大水,shike
緣,7240.0,女火女弓人,vfvno
榮,7239.0,火火月木,ffbd
頓,7237.0,心山一月金,pumbc
章,7235.0,卜廿日十,ytaj
觸,7234.0,弓月田中戈,nbwli
武,7232.0,一心卜中一,mpylm
績,7231.0,女火手一金,vfqmc
冬,7229.0,竹水卜,hey
鮮,7227.0,弓火廿手,nftq
暗,7226.0,日卜廿日,ayta
閒,7224.0,日弓月,anb
飲,7221.0,人戈弓人,oino
患,7218.0,中中心,llp
兵,7216.0,人一金,omc
絲,7214.0,女火女戈火,vfvif
揮,7213.0,手月十十,qbjj
陣,7211.0,弓中十田十,nljwj
蟲,7209.0,中戈中戈戈,lilii
練,7208.0,女火木田火,vfdwf
彈,7206.0,弓口口十,nrrj
游,7205.0,水卜尸木,eysd
惡,7203.0,一一心,mmp
倫,7201.0,人人一月,oomb
玉,7200.0,一土戈,mgi
介,7198.0,人中中,oll
隆,7196.0,弓中竹水一,nlhem
肯,7195.0,卜一月,ymb
尤,7193.0,戈大山,iku
嘴,7188.0,口卜心月,rypb
淡,7186.0,水火火,eff
博,7185.0,十戈月戈,jibi
堅,7183.0,尸水土,seg
娘,7181.0,女戈日女,viav
誰,7176.0,卜口人土,yrog
奶,7174.0,女弓竹尸,vnhs
棒,7173.0,木手大手,dqkq
紛,7171.0,女火金尸竹,vfcsh
麻,7169.0,戈木木,idd
茶,7168.0,廿人木,tod
壞,7166.0,土卜田女,gywv
骨,7161.0,月月月,bbb
抱,7159.0,手心口山,qpru
婆,7157.0,水水女,eev
翻,7154.0,竹田尸一一,hwsmm
敗,7152.0,月金人大,bcok
訓,7150.0,卜口中中中,yrlll
州,7149.0,戈中戈中,ilil
廳,7145.0,戈尸土心,isgp
盛,7142.0,戈尸月廿,isbt
橋,7140.0,木竹大月,dhkb
默,7138.0,田火戈大,wfik
囤,7136.0,田心山,wpu
擁,7136.0,手卜女土,qyvg
端,7135.0,卜廿山一月,ytumb
遇,7133.0,卜田中月,ywlb
鐘,7131.0,金卜廿土,cytg
豐,7129.0,山十一口廿,ujmrt
幸,7126.0,土廿十,gtj
階,7120.0,弓中心心日,nlppa
順,7118.0,中中中金,lllc
陰,7117.0,弓中人戈戈,nloii
症,7115.0,大一卜一,kmym
律,7113.0,竹人中手,holq
姐,7109.0,女月一,vbm
趕,7108.0,土人日一十,goamj
巨,7106.0,尸尸,ss
洞,7104.0,水月一口,ebmr
旁,7102.0,卜月卜竹尸,ybyhs
宣,7100.0,十一日一,jmam
慶,7098.0,戈難水,ixe
障,7095.0,弓中卜廿十,nlytj
冰,7091.0,戈一水,ime
睛,7089.0,月山手一月,buqmb
宮,7087.0,十口竹口,jrhr
疑,7085.0,心大弓戈人,pknio
頂,7083.0,一弓一月金,mnmbc
鼓,7078.0,土廿十水,gtje
享,7076.0,卜口弓木,yrnd
抗,7074.0,手卜竹弓,qyhn
藏,7066.0,廿戈一尸,tims
露,7063.0,一月口一口,mbrmr
煙,7061.0,火一田土,fmwg
貴,7059.0,中一月山金,lmbuc
雞,7057.0,月大人土,bkog
射,7055.0,竹竹木戈,hhdi
守,7053.0,十木戈,jdi
湖,7051.0,水十口月,ejrb
皇,7049.0,竹日一土,hamg
潮,7047.0,水十十月,ejjb
亂,7045.0,月月山,bbu
賞,7043.0,火月口月金,fbrbc
救,7041.0,戈水人大,ieok
秋,7039.0,竹木火,hdf
雪,7037.0,一月尸一,mbsm
肉,7033.0,人月人,obo
京,7027.0,卜口火,yrf
搖,7025.0,手月人山,qbou
帝,7023.0,卜月中月,yblb
右,7021.0,大口,kr
掌,7019.0,火月口手,fbrq
材,7017.0,木木竹,ddh
圓,7015.0,田口月金,wrbc
掉,7013.0,手卜日十,qyaj
塊,7011.0,土竹山戈,ghui
尼,7007.0,尸心,sp
警,7005.0,廿大卜一口,tkymr
牌,7003.0,中中竹田十,llhwj
左,7001.0,大一,km
耳,6999.0,尸十,sj
迎,6997.0,卜竹女中,yhvl
啊,6993.0,口弓中口,rnlr
洗,6987.0,水竹土山,ehgu
剛,6985.0,月山中弓,buln
餐,6983.0,卜水人戈女,yeoiv
普,6981.0,廿金日,tca
浪,6979.0,水戈日女,eiav
畢,6977.0,田廿十,wtj
朝,6971.0,十十月,jjb
伯,6969.0,人竹日,oha
植,6967.0,木十月一,djbm
訪,6964.0,卜口卜竹尸,yryhs
探,6962.0,手月金木,qbcd
曲,6960.0,廿田,tw
勝,6958.0,月火手尸,bfqs
宋,6956.0,十木,jd
跳,6954.0,口一中一人,rmlmo
療,6950.0,大大金火,kkcf
烈,6943.0,一弓火,mnf
島,6941.0,竹日卜山,hayu
鳥,6935.0,竹日卜火,hayf
拍,6931.0,手竹日,qha
菜,6929.0,廿月木,tbd
尋,6926.0,尸一一口戈,smmri
殺,6924.0,大金竹弓水,kchne
派,6922.0,水竹竹女,ehhv
九,6920.0,大弓,kn
村,6918.0,木木戈,ddi
忘,6916.0,卜女心,yvp
睡,6913.0,月山竹十一,buhjm
鏡,6911.0,金卜廿山,cytu
熟,6909.0,卜戈火,yif
呼,6907.0,口竹火木,rhfd
幕,6905.0,廿日大月,takb
街,6903.0,竹人土土弓,hoggn
窗,6898.0,十金竹田水,jchwe
夢,6894.0,廿田中弓,twln
遺,6892.0,卜中一金,ylmc
勞,6890.0,火火月大尸,ffbks
激,6883.0,水竹尸大,ehsk
江,6881.0,水一,em
志,6878.0,土心,gp
寒,6876.0,十廿金卜,jtcy
婚,6874.0,女竹心日,vhpa
牠,6872.0,竹手心木,hqpd
悲,6867.0,中卜心,lyp
怪,6863.0,心水土,peg
鐵,6861.0,金十戈土,cjig
染,6856.0,水弓木,end
休,6854.0,人木,od
繼,6852.0,女火女女戈,vfvvi
妹,6845.0,女十木,vjd
忽,6843.0,心竹心,php
沉,6840.0,水月竹弓,ebhn
卡,6838.0,卜一卜,ymy
盤,6836.0,竹水月廿,hebt
威,6827.0,戈竹一女,ihmv
織,6824.0,女火卜戈日,vfyia
幼,6822.0,女戈大尸,viks
忙,6820.0,心卜女,pyv
礙,6817.0,一口心大人,mrpko
堂,6815.0,火月口土,fbrg
穿,6813.0,十金一女竹,jcmvh
夏,6806.0,一山竹水,muhe
追,6801.0,卜竹口口,yhrr
乾,6799.0,十十人弓,jjon
句,6796.0,心口,pr
隻,6792.0,人土水,oge
永,6787.0,戈弓水,ine
衛,6784.0,竹人木手弓,hodqn
察,6782.0,十月人火,jbof
田,6777.0,田,w
吧,6772.0,口日山,rau
競,6770.0,卜山卜廿山,yuytu
彩,6760.0,月木竹竹竹,bdhhh
午,6758.0,人十,oj
群,6755.0,尸口廿手,srtq
典,6753.0,廿月金,tbc
歲,6750.0,卜一戈竹竹,ymihh
沙,6748.0,水火竹,efh
板,6743.0,木竹水,dhe
迷,6740.0,卜火木,yfd
擎,6738.0,廿大手,tkq
婦,6735.0,女尸一月,vsmb
牙,6728.0,一女木竹,mvdh
船,6723.0,竹卜金口,hycr
幫,6720.0,土戈竹日月,gihab
店,6715.0,戈卜口,iyr
毛,6708.0,竹手山,hqu
聞,6700.0,日弓尸十,ansj
停,6695.0,人卜口弓,oyrn
顧,6692.0,竹土一月金,hgmbc
毒,6690.0,手一田卜戈,qmwyi
坡,6687.0,土木竹水,gdhe
紙,6682.0,女火竹女心,vfhvp
散,6679.0,廿月人大,tbok
雜,6672.0,卜木人土,ydog
竟,6666.0,卜廿日竹山,ytahu
飯,6661.0,人戈竹水,oihe
智,6659.0,人口日,ora
倒,6656.0,人一土弓,omgn
雲,6648.0,一月一一戈,mbmmi
隊,6645.0,弓中廿心人,nltpo
靈,6640.0,一月口口人,mbrro
岸,6632.0,山一一十,ummj
操,6630.0,手口口木,qrrd
拿,6627.0,人口手,orq
輪,6624.0,十十人一月,jjomb
慢,6622.0,心日田水,pawe
酒,6616.0,水一金田,emcw
錯,6614.0,金廿日,cta
害,6608.0,十手十口,jqjr
簡,6603.0,竹日弓日,hana
冷,6595.0,戈一人戈戈,imoii
講,6590.0,卜口廿廿月,yrttb
臉,6576.0,月人一人,bomo
燈,6568.0,火弓人廿,fnot
康,6559.0,戈中水,ile
初,6557.0,中尸竹,lsh
突,6554.0,十金戈大,jcik
夠,6551.0,弓弓心口,nnpr
怕,6545.0,心竹日,pha
盡,6543.0,中一火月廿,lmfbt
綠,6540.0,女火女弓水,vfvne
跑,6537.0,口一心口山,rmpru
藥,6534.0,廿女戈木,tvid
羅,6531.0,田中女火土,wlvfg
唱,6526.0,口日日,raa
獎,6520.0,女戈戈大,viik
答,6517.0,竹人一口,homr
洋,6512.0,水廿手,etq
懷,6509.0,心卜田女,pywv
阿,6506.0,弓中一弓口,nlmnr
賃,6506.0,人土月山金,ogbuc
招,6500.0,手尸竹口,qshr
牛,6497.0,竹手,hq
良,6489.0,戈日女,iav
野,6483.0,田土弓戈弓,wgnin
驚,6480.0,廿大尸手火,tksqf
急,6474.0,弓一心,nmp
汽,6471.0,水人一弓,eomn
寶,6466.0,十一山金,jmuc
巴,6463.0,日山,au
微,6457.0,竹人山弓大,hounk
站,6451.0,卜廿卜口,ytyr
送,6445.0,卜廿大,ytk
曾,6433.0,金田日,cwa
靜,6430.0,手月月尸木,qbbsd
館,6415.0,人戈十口口,oijrr
甚,6408.0,廿一一女,tmmv
背,6402.0,中心月,lpb
談,6399.0,卜口火火,yrff
試,6396.0,卜口戈心一,yripm
禮,6384.0,戈火廿田廿,iftwt
吸,6381.0,口弓竹水,rnhe
傷,6378.0,人人日竹,ooah
旅,6374.0,卜尸人竹女,ysohv
麗,6371.0,一一月月心,mmbbp
玩,6362.0,一土一一山,mgmmu
皮,6359.0,木竹水,dhe
充,6356.0,卜戈竹山,yihu
謝,6352.0,卜口竹竹戈,yrhhi
嗎,6346.0,口尸手火,rsqf
密,6343.0,十心竹山,jphu
福,6340.0,戈火一口田,ifmrw
歌,6327.0,一口弓人,mrno
破,6314.0,一口木竹水,mrdhe
舞,6308.0,人廿弓戈手,otniq
李,6301.0,木弓木,dnd
職,6282.0,尸十卜戈日,sjyia
魚,6279.0,弓田火,nwf
趣,6275.0,土人尸十水,gosje
劇,6266.0,卜人中弓,yoln
跟,6262.0,口一日女,rmav
葉,6259.0,廿心廿木,tptd
省,6252.0,火竹月山,fhbu
龍,6249.0,卜月卜尸心,ybysp
血,6232.0,竹月廿,hbt
痛,6229.0,大弓戈月,knib
訴,6222.0,卜口竹一卜,yrhmy
習,6209.0,尸一竹日,smha
腳,6192.0,月金口中,bcrl
哥,6189.0,一口弓口,mrnr
願,6185.0,一火一月金,mfmbc
護,6182.0,卜口廿人水,yrtoe
弟,6175.0,金弓中竹,cnlh
令,6164.0,人戈弓戈,oini
味,6161.0,口十木,rjd
亮,6157.0,卜口月弓,yrbn
裝,6147.0,女土卜竹女,vgyhv
洲,6129.0,水戈中中,eill
班,6126.0,一土戈中土,mgilg
里,6122.0,田土,wg
衣,6119.0,卜竹女,yhv
克,6108.0,十口竹山,jrhu
油,6101.0,水中田,elw
絕,6083.0,女火尸竹山,vfshu
室,6075.0,十一戈土,jmig
戲,6071.0,卜廿戈,yti
久,6064.0,弓人,no
草,6060.0,廿日十,taj
爾,6053.0,一火月大,mfbk
刻,6049.0,卜人中弓,yoln
找,6046.0,手戈,qi
木,6034.0,木,d
坐,6031.0,人人土,oog
獨,6019.0,大竹田中戈,khwli
似,6015.0,人女戈人,ovio
官,6012.0,十口中口,jrlr
假,6004.0,人口尸水,orse
希,6000.0,大大中月,kklb
春,5992.0,手大日,qka
座,5989.0,戈人人土,ioog
拉,5985.0,手卜廿,qyt
詩,5977.0,卜口土木戈,yrgdi
歷,5973.0,一竹木一,mhdm
晚,5969.0,日弓日山,anau
黑,5926.0,田土火,wgf
奇,5922.0,大一弓口,kmnr
驗,5914.0,尸火人一人,sfomo
錢,5906.0,金戈戈,cii
領,5902.0,人戈一月金,oimbc
乎,5897.0,竹火木,hfd
終,5885.0,女火竹水卜,vfhey
雨,5873.0,一中月卜,mlby
夜,5865.0,卜人弓大,yonk
切,5857.0,心尸竹,psh
養,5844.0,廿人戈日女,toiav
器,5840.0,口口戈大口,rrikr
斷,5831.0,女戈竹一中,vihml
藝,5818.0,廿土戈戈,tgii
它,5797.0,十心,jp
紀,5793.0,女火尸山,vfsu
史,5784.0,中大,lk
德,5771.0,竹人十田心,hojwp
食,5758.0,人戈日女,oiav
苦,5753.0,廿十口,tjr
叫,5740.0,口女中,rvl
軍,5736.0,月十田十,bjwj
細,5727.0,女火田,vfw
夫,5713.0,手人,qo
角,5695.0,弓月土,nbg
寫,5659.0,十竹難火,jhxf
飛,5641.0,弓人竹廿人,nohto
早,5636.0,日十,aj
黨,5622.0,火月口田火,fbrwf
士,5613.0,十一,jm
亞,5604.0,一中中一,mllm
死,5594.0,一弓心,mnp
黃,5580.0,廿一中金,tmlc
男,5575.0,田大尸,wks
卻,5556.0,金口尸中,crsl
腦,5537.0,月女女田,bvvw
呢,5532.0,口尸心,rsp
王,5527.0,一土,mg
離,5517.0,卜月人土,ybog
故,5512.0,十口人大,jrok
識,5503.0,卜口卜戈日,yryia
河,5493.0,水一弓口,emnr
線,5483.0,女火竹日水,vfhae
火,5473.0,火,f
賽,5458.0,十廿金金,jtcc
讀,5437.0,卜口土田金,yrgwc
思,5422.0,田心,wp
戰,5406.0,口十戈,rji
便,5375.0,人一中大,omlk
樹,5348.0,木土廿戈,dgti
念,5332.0,人戈弓心,oinp
語,5327.0,卜口一一口,yrmmr
遊,5316.0,卜卜尸木,yysd
功,5311.0,一大尸,mks
陽,5306.0,弓中日一竹,nlamh
斯,5300.0,廿金竹一中,tchml
深,5257.0,水月金木,ebcd
古,5251.0,十口,jr
石,5245.0,一口,mr
節,5229.0,竹日戈中,hail
吃,5223.0,口人弓,ron
笑,5212.0,竹竹大,hhk
紅,5201.0,女火一,vfm
精,5178.0,火木手一月,fdqmb
校,5119.0,木卜金大,dyck
往,5060.0,竹人卜土,hoyg
歡,5048.0,廿土弓人,tgno
怎,5024.0,人尸心,osp
喜,4987.0,土口廿口,grtr
治,4949.0,水戈口,eir
醫,4937.0,尸水一金田,semcw
舉,4931.0,竹金手,hcq
父,4918.0,金大,ck
邊,4912.0,卜竹山尸,yhus
幾,4905.0,女戈竹戈,vihi
聽,4886.0,尸土十田心,sgjwp
育,4879.0,卜戈月,yib
演,4853.0,水十一金,ejmc
命,4834.0,人一口中,omrl
術,4827.0,竹人戈金弓,hoicn
滿,4820.0,水廿中月,etlb
音,4807.0,卜廿日,yta
快,4752.0,心木大,pdk
童,4703.0,卜廿田土,ytwg
馬,4696.0,尸手尸火,sqsf
神,4547.0,戈火中田中,iflwl
候,4532.0,人中弓大,olnk
覺,4453.0,竹月月山山,hbbuu
朋,4412.0,月月,bb
眼,4354.0,月山日女,buav
片,4346.0,中中一中,llml
愛,4320.0,月月心水,bbpe
星,4286.0,日竹手一,ahqm
白,4278.0,竹日,ha
病,4269.0,大一人月,kmob
把,4260.0,手日山,qau
話,4234.0,卜口竹十口,yrhjr
像,4155.0,人弓日人,onao
孩,4137.0,弓木卜女人,ndyvo
母,4119.0,田卜戈,wyi
又,4111.0,弓大,nk
真,4084.0,十月一金,jbmc
爸,4056.0,金大日山,ckau
聲,4028.0,土水尸十,gesj
太,3982.0,大戈,ki
師,3934.0,竹口一中月,hrmlb
樂,3885.0,女戈木,vid
友,3875.0,大水,ke
她,3835.0,女心木,vpd
色,3783.0,弓日山,nau
光,3762.0,火一山,fmu
感,3730.0,戈口心,irp
海,3642.0,水人田卜,eowy
女,3595.0,女,v
己,3477.0,尸山,su
什,3452.0,人十,oj
親,3403.0,卜木月山山,ydbuu
媽,3390.0,女尸手火,vsqf
想,3164.0,木山心,dup
教,2853.0,十木人大,jdok
兒,2775.0,竹難竹山,hxhu
你,2491.0,人弓火,onf
裡,2419.0,中田土,lwg
那,1983.0,尸手弓中,sqnl
麼,1939.0,戈金女戈,icvi
